Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
ollama open webui,Informational,210,"1.00,0.55,0.40,0.25,0.10,0.40,0.65,0.25,0.25,0.25,0.10,0.35",44,0.00,0.03,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches",1350000
open webui image generation,Informational,210,"1.00,0.80,1.00,0.65,0.80,0.80,0.80,0.65,0.53,0.80,0.65,0.42",10,0.00,0.00,"Sitelinks, Image pack, Video, Video carousel, Related searches",122
open webui mcp,Informational,210,"0.12,1.00,0.82,1.00,0.82,0.66,0.53,0.66,0.53,0.43,0.23,0.17",18,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, Related searches",118
open webui tools,Informational,210,"0.81,0.67,0.67,0.67,0.36,0.43,0.53,0.43,0.27,0.36,0.17,1.00",26,0.00,0.00,"Sitelinks, Video, Video carousel, People also ask, Related searches",3430000
install open webui,Informational,170,"1.00,1.00,0.82,0.66,0.32,0.66,0.66,0.52,0.66,0.66,0.00,0.00",37,0.00,0.01,"Sitelinks, AI Overview, Image, Video, Video carousel, Related searches",3470000
librechat vs open webui,"Informational, Commercial",170,"1.00,0.80,1.00,0.53,0.42,0.53,0.53,0.42,0.65,0.34,0.34,0.42",6,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, Discussions and forums, Related searches",15200
open webui docs,Navigational,170,"1.00,0.54,0.15,0.15,0.18,0.28,0.18,0.23,0.15,0.23,0.18,0.15",27,0.00,0.00,"Sitelinks, Video, Related searches",3140000
open webui github repository,"Navigational, Transactional",170,"0.06,0.81,1.00,0.65,0.21,0.28,0.00",83,0.00,0.00,"Sitelinks, Video, Related searches",
open webui network problem,Informational,170,"0.57,0.14,0.14,1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",14,0.00,0.33,"Sitelinks, AI Overview, Video carousel, Related searches",1140000
open webui rag,Informational,170,"1.00,0.65,0.81,0.53,0.34,0.65,0.34,0.34,0.34,0.15,0.06,0.28",27,0.00,0.00,"Sitelinks, Image, Video, Video carousel, Related searches",758000
open webui web search,Informational,170,"1.00,0.53,0.43,0.43,0.43,0.53,0.81,0.34,0.28,0.43,0.34,0.21",26,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",123
open webui.,"Informational, Navigational",170,"0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.55,0.00",38,6.91,0.01,"Sitelinks, Video, Video carousel, Related searches",12600000
github open webui,Navigational,140,"1.00,1.00,0.65,0.53,0.42,0.42,0.42,0.34,0.07,0.42,0.34,0.26",51,0.00,0.00,"Sitelinks, Video, Related searches",123
install open-webui,Informational,140,"1.00,0.80,0.80,0.52,0.66,0.52,0.52,0.42,0.33,0.33,0.33,0.09",32,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",4020000
open webui alternative,Informational,140,"1.00,0.65,0.53,0.35,0.42,0.18,0.53,0.35,0.26,0.26,0.26,0.26",8,7.35,0.05,"Sitelinks, AI Overview, Video, Video carousel, Discussions and forums, Related searches",
open webui docker compose,Informational,140,"1.00,0.43,0.66,0.82,0.82,0.82,1.00,0.66,0.52,0.66,0.66,0.52",22,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, Related searches",687000
open webui embedding model,Informational,140,"1.00,0.13,0.01,0.01,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01",47,0.00,0.33,"Sitelinks, Image pack, Video, Video carousel, Related searches",
open webui pipelines,Informational,140,"1.00,0.65,0.28,0.34,0.53,0.15,0.53,0.34,0.43,0.34,0.28,0.09",9,0.00,0.01,"Sitelinks, AI Overview, Image pack, Video, Video carousel, Related searches",
how to update open webui docker,Informational,110,"0.02,0.07,0.02,0.02,0.14,0.02,1.00,0.02,0.02,0.02,0.02,0.02",17,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, Related searches",2670000
lm studio vs open webui,"Informational, Commercial",110,"0.65,0.53,0.34,0.06,0.06,0.06,1.00,0.15,0.15,0.21,0.15,0.21",19,0.00,0.00,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches",121
open webui add model,Informational,110,"0.29,0.02,0.02,0.02,0.00,0.02,1.00,0.02,0.06,0.04,0.02,0.02",27,0.00,0.33,"Sitelinks, AI Overview, Image, Video, Video carousel, Related searches",3270000
open webui api,Informational,110,"1.00,1.00,0.80,0.42,0.42,1.00,0.33,0.80,0.14,0.33,0.42,0.52",21,0.00,0.00,"Sitelinks, AI Overview, Video, Related searches",3440000
open webui comfyui,Informational,110,"1.00,0.12,0.02,0.05,0.05,0.09,0.02,0.19,0.02,0.02,0.02,0.02",9,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, Related searches",901000
open webui docker compose ollama,,110,"0.00,0.34,0.65,0.34,0.34,0.34,0.34,0.34,0.34,1.00,0.00,0.34",,0.00,0.33,,
open webui documentation,Navigational,110,"1.00,1.00,0.64,0.64,0.41,0.52,0.41,0.41,0.41,0.41,0.29,0.41",27,0.00,0.01,"Sitelinks, Video, People also ask, Related searches",124
open webui environment variables,Informational,110,"0.64,0.64,1.00,0.52,0.64,0.52,0.64,0.41,0.52,0.29,0.41,0.41",19,0.00,0.00,"Sitelinks, AI Overview, People also ask, Related searches",117
open webui install,Informational,110,"1.00,0.22,0.22,0.15,0.18,0.04,0.07,0.00,0.04,0.07,0.10,0.15",22,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, Related searches",
open webui reset password,Informational,110,"0.29,0.02,0.02,0.02,0.02,0.02,1.00,0.02,0.02,0.02,0.02,0.02",21,0.00,0.33,"Sitelinks, AI Overview, Video, Related searches",92
open webui vs librechat,"Informational, Commercial",110,"1.00,1.00,0.65,0.83,0.11,0.65,0.65,0.41,0.24,0.41,0.24,0.11",11,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",106
update open webui,Informational,110,"1.00,0.01,0.00,0.11,0.08,0.00,0.06,0.08,0.05,0.11,0.08,0.11",16,0.00,0.00,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches",3350000
what is open webui,Informational,110,"0.66,0.66,0.52,0.52,0.66,0.66,0.66,0.19,0.66,0.42,1.00,0.52",25,0.00,0.01,"Sitelinks, AI Overview, Video, Video carousel, Related searches",10600000
docker open webui,Informational,90,"0.65,1.00,0.52,0.52,0.52,0.52,0.00,0.00,0.40,0.29,0.29,0.40",62,0.00,0.01,"Sitelinks, AI Overview, Video, Related searches",108
how to start open webui container,Informational,90,"1.00,1.00,0.05,0.35,0.05,0.05,0.07,0.07,0.05,0.07,0.05,0.05",30,0.00,0.00,"AI Overview, Video, Video carousel, Discussions and forums, Related searches",2150000
open webui alternatives,"Informational, Commercial",90,"0.64,0.52,0.29,0.11,0.29,0.64,1.00,0.29,0.52,0.41,0.52,0.52",3,5.00,0.06,"Sitelinks, AI Overview, Video, Discussions and forums, Related searches",376000
open webui deepseek,Informational,90,"1.00,0.11,0.03,0.03,0.03,0.03,0.03,0.03,0.00,0.03,0.00,0.03",15,0.00,0.33,"Sitelinks, Image, Video, Video carousel, Related searches",756000
open webui functions,Informational,90,"1.00,0.34,0.53,0.53,0.65,0.26,0.07,0.00,0.26,0.00,0.19,0.00",21,0.00,0.00,"Sitelinks, AI Overview, Image pack, Video, Video carousel, Related searches",121
open webui knowledge,Informational,90,"0.53,1.00,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06",15,0.00,0.03,"Sitelinks, AI Overview, Image pack, Video, Video carousel, Related searches",1230000
open webui port,Informational,90,"0.66,1.00,0.12,0.35,0.10,0.28,0.12,0.00,0.00,0.00,0.00,0.23",27,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, Related searches",124
open webui update,Informational,90,"1.00,0.81,0.06,0.12,0.00,0.15,0.00,0.00,0.15,0.00,0.81,0.12",25,0.00,0.00,"Sitelinks, Video, Video carousel, People also ask, Related searches",3260000
open webui windows,Informational,90,"0.71,0.71,1.00,0.43,0.43,0.57,0.14,0.14,0.00,0.29,0.00,0.00",34,0.00,0.00,"Sitelinks, AI Overview, Image, Video, Video carousel, Related searches",125
change open webui port,,70,"1.00,0.11,0.11,0.52,0.23,0.11,1.00,0.11,0.82,0.11,0.29,0.11",,0.00,0.33,,
how to update open webui docker container,Informational,70,"0.11,0.64,0.52,1.00,0.11,0.11,0.82,0.11,0.64,0.11,0.11,0.11",2,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, Discussions and forums, Related searches",1050000
open webui code interpreter,Informational,70,"1.00,0.42,0.07,0.42,0.65,0.07,0.07,0.07,0.07,0.07,0.07,0.15",5,0.00,0.01,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",108
open webui docker 部署,"Informational, Commercial",70,"1.00,0.04,0.04,0.14,0.02,0.14,0.02,0.04,0.08,0.04,0.04,0.04",7,0.00,0.33,"Video, Related searches",136000
open webui for ollama,"Informational, Navigational",70,"0.11,0.11,0.11,0.64,0.64,0.64,0.82,0.41,0.41,0.41,0.64,1.00",41,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, Related searches",123
open webui logo,"Informational, Transactional",70,"1.00,0.02,0.02,0.02,0.06,0.02,0.02,0.02,0.02,0.02,0.02,0.02",3,0.00,0.33,"Sitelinks, Image, Image pack, Video, Related searches",
open webui windows安装,"Informational, Commercial",70,"1.00,0.22,0.11,0.11,0.11,0.11,0.11,0.11,0.00,0.00,0.00,0.11",15,0.00,0.33,"AI Overview, Video, Related searches",320000
open webui with docker,Informational,70,"0.11,0.11,0.23,1.00,1.00,0.11,0.11,0.41,1.00,0.11,0.11,0.11",31,0.00,0.33,"Sitelinks, AI Overview, Image, Video, Video carousel, Related searches",255000
open webui 知识 库,Informational,70,"1.00,0.35,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04",4,0.00,0.33,"Video, Related searches",134
open webui 联网搜索,Informational,70,"1.00,0.02,0.01,0.02,0.02,0.01,0.02,0.01,0.02,0.02,0.02,0.02",14,0.00,0.33,"Video, Related searches",18200
open webui 部署,Informational,70,"1.00,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03",16,0.00,0.33,"Video, Related searches",143
open-webui github repository,"Navigational, Transactional",70,"0.18,1.00,1.00,0.63,0.36,0.45,0.00",44,0.00,0.00,"Sitelinks, Video, Related searches",
pip install open webui,Informational,70,"1.00,0.63,0.63,0.45,0.45,0.63,0.81,0.45,0.00,0.45,0.00,0.00",24,0.00,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches",667000
anythingllm vs open webui,"Informational, Commercial",50,"1.00,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07",18,0.00,0.33,"Sitelinks, AI Overview, Image, Video, Video carousel, Discussions and forums, Related searches",116
github open-webui,Navigational,50,"1.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.53,0.00,0.07,0.00",63,0.00,0.00,"Sitelinks, Video, Related searches",4000000
how to start open webui,Informational,50,"1.00,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06",28,0.00,0.01,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches",3340000
open webui ai,Navigational,50,"0.11,0.82,1.00,0.11,0.11,0.11,0.23,0.11,0.11,0.05,0.11,0.11",39,5.13,0.18,"Sitelinks, Image, Video, Video carousel, People also ask, Related searches",122
open webui anthropic,Informational,50,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",23,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, Related searches",124
open webui channels,,50,"1.00,0.23,0.11,0.64,0.41,0.11,0.11,0.52,0.11,0.11,0.11,0.11",,0.00,0.33,,
open webui deep research,Informational,50,"0.64,1.00,0.11,0.64,0.64,0.11,0.00,0.00,0.11,0.11,0.11,0.11",15,0.00,0.01,"Sitelinks, Video, Video carousel, Related searches",120
open webui deepseek r1,Informational,50,"1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.00,0.11,0.11,0.00,0.00",13,0.00,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Related searches",118
open webui features,Informational,50,"0.06,0.06,0.12,0.12,1.00,0.06,0.06,0.06,0.06,0.06,0.06,0.06",17,0.00,0.33,"Sitelinks, Video, Video carousel, Related searches",3380000
open webui frontend,Informational,50,"0.23,0.52,0.23,0.11,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11",40,0.00,0.33,"AI Overview, Video, Video carousel, Related searches",
open webui gemini,Informational,50,"1.00,0.17,1.00,1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.27,0.17",14,0.00,0.33,"Sitelinks, Video, Video carousel, Related searches",120
open webui helm chart,Navigational,50,"0.22,0.22,0.22,0.22,0.22,0.55,1.00,0.78,0.78,0.78,0.22,0.22",28,0.00,0.33,"Sitelinks, Image, Related searches",9300
open webui helm chart kubernetes,Informational,50,"0.77,1.00,0.44,0.22,0.11,0.11",10,0.00,0.00,"Sitelinks, AI Overview, Video, Related searches",10700
open webui knowledge base,Informational,50,"1.00,0.13,0.13,0.21,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13",19,0.00,0.04,"Sitelinks, AI Overview, Image pack, Video, Video carousel, Related searches",673000
open webui models not showing,Informational,50,"0.14,0.14,0.28,0.14,0.14,1.00,0.64,0.14,0.14,0.14,0.14,0.21",20,0.00,0.33,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches",3580000
open webui oauth,,50,"0.36,0.18,0.18,0.18,0.18,1.00,0.63,1.00,0.63,0.81,0.18,0.18",,0.00,0.33,,
open webui open webui main,,50,"1.00,0.11,0.23,0.11,0.11,0.11,0.11,0.52,0.23,0.41,0.11,0.11",,0.00,0.33,,
open webui openai,Informational,50,"0.11,1.00,0.23,0.11,0.11,0.41,1.00,0.11,0.11,0.11,0.11,0.11",5,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, Related searches",119
open webui python,Informational,50,"0.36,1.00,0.64,0.18,0.18,1.00,0.18,0.18,0.36,0.18,0.00,0.18",47,0.00,0.03,"Sitelinks, AI Overview, Video, Video carousel, Related searches",
open webui python version,,50,"0.52,0.11,1.00,0.11,0.11,0.11,0.11,0.11,0.23,0.23,0.41,0.11",,0.00,0.33,,
open webui rag setup,,50,"0.00,0.23,0.23,0.11,0.52,0.11,0.11,0.11,1.00,0.11,0.64,0.11",,0.00,0.33,,
open webui releases,"Informational, Transactional",50,"0.78,0.13,0.13,0.13,0.13,0.13,0.78,0.13,0.13,0.13,1.00,0.13",27,0.00,0.33,"Sitelinks, Video, People also ask, Related searches",2000000
open webui secret key,,50,"0.50,0.14,1.00,0.14,0.14,0.28,0.50,0.28,0.14,1.00,0.14,0.14",,0.00,0.33,,
open webui text to speech,,50,"0.52,0.11,0.23,0.11,0.11,0.41,0.64,0.11,1.00,0.11,0.11,0.11",,0.00,0.33,,
open webui version,,50,"0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1.00,0.05",,0.00,0.33,,
open webui vs text generation webui,Informational,50,"0.14,0.14,0.64,0.14,0.64,0.14,0.14,0.78,1.00,0.14,0.14,0.14",19,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, Related searches",
open webui 使用,Informational,50,"1.00,0.02,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05",15,0.00,0.33,"Sitelinks, Video, Related searches",1400000
open webui 安装,Informational,50,"1.00,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04",13,0.00,0.33,"AI Overview, Video, Video carousel, Related searches",524000
open-webui docker compose,Informational,50,"1.00,0.04,0.42,0.00,0.42,0.42,0.33,0.00,0.42,0.19,0.09,0.14",28,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, Related searches",118
open-webui searxng,Informational,50,"1.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",23,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, Related searches",
run open webui,Informational,50,"1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.00,0.17,0.00",52,0.00,0.02,"Sitelinks, Image, Video, Related searches",125
update open webui docker,Informational,50,"1.00,0.06,0.06,0.53,0.06,0.00,0.06,0.06,0.06,0.06,0.06,0.06",7,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, Related searches",3480000
anything llm vs open webui,"Informational, Commercial",40,"0.14,0.14,1.00,0.14,0.14,0.50,0.50,0.14,0.14,0.14,0.14,0.14",7,0.00,0.33,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches",2190000
conda install open webui,Informational,40,"0.11,0.41,0.11,0.11,0.11,1.00,0.52,0.11,0.11,0.11,0.11,0.11",7,0.00,0.33,"Sitelinks, AI Overview, Image, Video, Video carousel, Related searches",22700
failed to fetch models open webui,Informational,40,"0.11,0.11,0.11,0.11,0.23,0.11,1.00,0.82,0.11,0.11,0.11,0.11",22,0.00,0.33,"Sitelinks, AI Overview, Video, Related searches",11000
ghcr io open webui open webui,Informational,40,"1.00,0.03,0.03,0.03,0.15,0.12,0.03,0.09,0.03,0.06,0.00,0.00",23,0.00,0.33,"Sitelinks, Video, Related searches",
ghcr io open webui open webui ollama,Informational,40,"0.28,1.00,0.14,0.78,0.64,0.14,0.14,0.14,0.14,0.14,0.14,0.14",15,0.00,0.33,"Sitelinks, Image, Video, Video carousel, Related searches",
how do i update open webui,,40,"0.41,0.11,0.11,0.11,0.11,1.00,0.11,0.11,0.23,0.11,0.11,0.11",,0.00,0.33,,
how to connect ollama to open webui,,40,"0.41,0.11,0.23,0.11,0.11,0.11,0.23,0.11,0.11,1.00,0.11,0.11",,0.00,0.33,,
how to install open webui,Informational,40,"0.79,0.21,0.21,0.21,0.00,0.21,0.21,0.00,0.21,1.00,0.00,0.21",29,0.00,0.01,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches",3410000
how to run open webui,Informational,40,"1.00,0.29,0.29,0.29,0.29,0.29,0.29,0.00,0.29,0.29,0.29,0.29",38,0.00,0.04,"Sitelinks, AI Overview, Video, Video carousel, Discussions and forums, Related searches",
open webui add openai compatible model,,40,1.00,,0.00,0.00,,
open webui api base url,,40,"0.23,0.11,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",,0.00,0.33,,
open webui api endpoints,Informational,40,"0.41,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",2,0.00,0.33,"Sitelinks, AI Overview, Image, Video, Related searches",123
open webui authentication,"Informational, Transactional",40,"0.23,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",9,0.00,0.02,"Sitelinks, Video, Related searches",1790000
open webui aws bedrock,Informational,40,"0.11,0.11,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",12,0.00,0.33,"Sitelinks, Image, Video, Related searches",8170
open webui backend required,Informational,40,"0.28,0.28,0.28,0.28,1.00,1.00,1.00,0.28,0.28,0.28,0.28,0.28",23,0.00,0.33,"Sitelinks, AI Overview, Video, Related searches",1390000
open webui chrome extension,"Informational, Transactional",40,"0.11,0.11,0.11,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",39,0.00,0.33,"Sitelinks, Video, Related searches",98
open webui container,Informational,40,"0.14,0.14,1.00,0.14,0.14,0.14,0.64,0.14,0.14,0.14,0.14,0.14",47,0.00,0.33,"Sitelinks, AI Overview, Image, Video, Related searches",2530000
open webui custom theme,,40,"0.18,0.36,0.18,0.18,0.36,1.00,0.18,0.18,0.81,0.18,0.18,0.18",,0.00,0.33,,
open webui database_url postgres,Informational,40,"0.18,0.45,1.00,0.36,0.09,0.09,0.27",10,0.00,0.00,"Sitelinks, AI Overview, Video, Related searches",1140
open webui direct connections,,40,"0.14,0.14,0.78,1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",,0.00,0.33,,
open webui download,Informational,40,"0.14,0.14,1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.28,0.14",53,0.00,0.33,"Sitelinks, Video, Video carousel, People also ask, Related searches",3840000
open webui download model,Informational,40,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00",38,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, Related searches",
open webui git,Navigational,40,"0.11,0.11,0.05,0.05,0.05,0.05,0.05,0.82,1.00,0.41,0.52,0.41",27,0.00,0.00,"Sitelinks, Video, Related searches",10300000
open webui how to update,Informational,40,"0.11,1.00,0.41,0.41,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",14,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, Related searches",3260000
open webui kubernetes,Informational,40,"0.64,1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",9,0.00,0.05,"Sitelinks, AI Overview, Image, Video, Related searches",122
open webui kubernetes helm chart,Informational,40,"1.00,0.44,0.44,0.33,0.22,0.00",10,0.00,0.00,"Sitelinks, AI Overview, Video, Related searches",15000
open webui main,Navigational,40,"0.14,0.14,0.14,0.50,0.14,0.14,0.14,1.00,0.64,0.14,0.14,0.14",42,0.00,0.33,"Sitelinks, Video, Video carousel, Related searches",122
open webui models,Informational,40,"0.78,0.13,1.00,0.00,0.13,0.00,0.13,0.13,0.13,0.13,0.00,0.13",28,0.00,0.01,"Sitelinks, Image, Video, Video carousel, People also ask, Related searches",3410000
open webui nginx,"Informational, Transactional",40,"1.00,0.56,1.00,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28",26,0.00,0.33,"Sitelinks, AI Overview, Video carousel, Related searches",120
open webui ollama docker compose,Informational,40,"0.81,0.18,0.18,0.45,0.18,0.27,1.00,0.81,0.18,0.18,0.18,0.63",19,0.00,0.33,"Sitelinks, AI Overview, Image, Video, Video carousel, Related searches",122
open webui online,Informational,40,"1.00,0.11,0.11,0.41,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.00",50,0.00,0.05,"Video, Video carousel, People also ask, Related searches",10700000
open webui plugins,Informational,40,"0.18,0.36,0.81,0.18,0.18,0.18,0.63,1.00,0.18,0.18,0.18,0.18",15,0.00,0.33,"Sitelinks, AI Overview, Video, Related searches",96
open webui pricing,,40,"0.57,0.28,0.42,0.71,0.42,0.42,0.57,1.00,0.57,0.28,0.28,0.71",,0.00,0.33,,
open webui rag tutorial,Informational,40,"0.28,0.14,0.14,0.14,1.00,0.28,0.50,0.14,0.14,0.14,0.14,0.14",16,0.00,0.33,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches",16000
open webui raspberry pi,Informational,40,"1.00,0.64,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",11,0.00,0.33,"Sitelinks, Video, Video carousel, Related searches",394000
open webui release notes,Informational,40,"0.77,0.44,1.00,0.22,0.44,0.22,0.22,0.77,0.33,0.55,0.22,0.22",26,0.00,0.33,"Sitelinks, Video, Related searches",
open webui release notes 2025,Informational,40,"0.80,1.00,0.80,1.00,0.40,0.20",25,0.00,0.00,"Sitelinks, AI Overview, Video, Related searches",88
open webui searxng,Informational,40,"1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",9,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",92
open webui system prompt,Informational,40,"1.00,0.11,0.11,0.11,0.11,0.11,0.17,0.11,0.23,0.17,0.23,0.29",3,0.00,0.33,"Sitelinks, Image pack, Video, Video carousel, Related searches",2090000
open webui themes,Informational,40,"1.00,1.00,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22",6,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, Related searches",987000
open webui vs dify,Commercial,40,"0.14,1.00,0.64,0.50,0.28,0.14,0.14,0.14,0.14,0.00,0.00,0.14",6,0.00,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches",54700
