Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
freescout data transfer,,10,"0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00",,0.00,0.00,,
freescout documentation,,10,"1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00",,0.00,0.33,,
freescout import,,10,"0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00",,0.00,0.00,,
freescout mobile app,,10,"0.00,0.25,0.25,0.25,0.00,0.00,1.00",,0.00,0.00,,
freescout n8n,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00",,0.00,0.10,,
freescout review,,10,"0.00,0.00,0.00,0.00,0.33,0.66,1.00,0.00,1.00,0.00,0.33,0.66",,13.87,0.66,,
import to freescout,,10,"1.00,1.00,0.00,0.00,0.00,1.00,1.00",,0.00,0.00,,
transfer to freescout,,10,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
chatbot freescout integration,,0,"1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
clickup freescout integration,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
expert freescout installation,,0,"0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
freescout add organizations,,0,"1.00,0.00,0.00",,0.00,0.00,,
freescout api documentation,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
freescout assigned resets after reply,,0,"1.00,0.00,0.00",,0.00,0.00,,
freescout chatgpt integration,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
freescout chatgpt module,,0,"0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
freescout cron,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
freescout customization,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
freescout gpt,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.33,,
freescout heymarket integration,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
freescout import users,,0,"0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00",,0.00,0.00,,
freescout knowledge base module,,0,0.00,,0.00,0.00,,
freescout ldap,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
freescout license,,0,"0.00,0.00,1.00,0.00,0.00,0.00",,0.00,0.00,,
freescout license agpl,,0,0.00,,0.00,0.00,,
freescout mobile app ios android,,0,"1.00,0.00,0.00,0.00",,0.00,0.00,,
freescout net,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
freescout office-365 integration,,0,"0.50,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
freescout office365 integration,,0,0.00,,0.00,0.00,,
freescout ticketing system,,0,"0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
freescout trello integration,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
freescout whoops looks like something went wrong,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
freescout установка,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
heymarket freescout,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
how to install freescout,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
how to setup freescout for customer support,,0,"1.00,0.00,0.00",,0.00,0.00,,
n8n freescout,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
osticket vs freescout,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
tiredofit freescout,,0,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.33,,
