Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
zammo,"Informational, Navigational",110,"0.65,0.83,0.52,0.65,0.22,0.52,0.22,0.22,1.00,0.43,0.30,0.30",21,0.00,0.03,"Sitelinks, AI Overview, Image pack, Video, Related searches",
tare zammen par,"Informational, Transactional",90,"0.00,1.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00",49,0.00,0.00,"Image, Video, Knowledge panel, Related searches",121
zamma tulum,Navigational,70,"0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",36,0.64,0.06,"Sitelinks, Image, Video, Video carousel, Short videos, People also ask, Knowledge panel, Hotels pack, Related searches",469000
zammen,"Navigational, Transactional",70,"0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00",50,5.73,0.00,"Sitelinks, Image, Video, Video carousel, Knowledge panel, Related searches",6390000
zammas,Informational,50,"0.11,0.11,0.11,0.11,0.11,0.52,0.41,0.52,1.00,0.41,0.41,0.64",19,0.98,0.30,"AI Overview, Image, Video, Related searches",
alex zamm movies,Informational,40,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.78,1.00,0.14",19,0.00,0.33,"AI Overview, Image, Video, Related searches",
mohammad zammar,"Informational, Transactional",40,"0.55,1.00,0.77,0.55,0.11,0.55,0.11,0.11,0.22,0.11,0.22,0.22",16,0.00,0.00,Knowledge panel,27000
zamm shes 12,Informational,40,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,1.00,0.00,0.00,0.00",,0.00,0.33,"Sitelinks, Image, Video, Short videos, Related searches",421000
zamm ı süre,Informational,40,"1.00,0.41,0.11,0.00,0.11,0.11,0.52,0.11,0.11,0.11,0.00,0.11",7,0.00,0.33,"AI Overview, Image pack, Video, Related searches",86
zammad customer satisfaction survey feature,Navigational,40,"1.00,0.00,0.00,0.00,0.00,0.00,0.00",3,0.00,0.00,"Sitelinks, AI Overview, Image pack, People also ask, Related searches",1520
zammer twins oracle,"Informational, Transactional",40,"0.50,1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",22,0.00,0.89,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches",5890
zimm zamm,Informational,40,"0.33,0.56,0.79,0.56,0.79,1.00,0.79,0.21,0.21,0.21,0.21,0.21",21,0.60,0.77,"Sitelinks, Image pack, Video, Related searches, Popular products",130
captain zammo,,30,"0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,1.00,0.17,0.17",,0.00,0.33,,
dash zamm,,30,"0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,1.00,0.13",,0.00,0.33,,
samer zammar,,30,"1.00,0.75,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.75,1.00,1.00",,2.85,0.33,,
zamm pham,"Informational, Navigational",30,"0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",33,1.32,0.27,"Image, Video, People also ask, Related searches",124
zammad cloud,,30,"1.00,0.11,0.11,0.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",,0.00,0.21,,
zammad install,,30,"0.42,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,1.00,0.28,0.28",,0.00,0.21,,
5 zammer ct palm coast,,20,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00",,0.00,0.00,,
a zammara restaurant taormina,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00",,0.00,0.00,,
aleca zamm,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
alex farr zammo,,20,"1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
anna zamm,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
bill zammer,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00",,0.00,0.00,,
chad zammar,,20,"0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
destiny zammara,,20,"1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00",,0.00,0.33,,
dr zammar,,20,"0.00,0.66,0.66,0.66,0.66,0.66,1.00,0.66,0.66,0.66,0.66,0.66",,0.00,0.07,,
emma lee zamm,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00",,0.00,0.00,,
evangeline zamm,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.07,,
farrah zammer,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
github zammad,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.02,,
grange hill zammo drugs,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
haydar zammar,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00",,0.00,0.00,,
helpdesk zammad,,20,"1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.71,,
how to install zamma stair nose,,20,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
how to install zammad,,20,"1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
install zammad,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.10,,
install zammad docker,,20,"1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
install zammad ubuntu 20.04,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00",,0.00,0.00,,
is zammad free,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.10,,
jack zamma,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
just say no zammo,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
lydia zamm,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
lötzklamm zammer lochputz,,20,"0.50,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.07,,
michael zammar,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
mohammed haydar zammar,,20,"0.67,1.00,1.00,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67",,0.00,0.33,,
n8n zammad,,20,"1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
nicholas zammer,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00",,0.00,0.00,,
nick zammer,,20,"1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
osticket vs zammad,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.12,,
restart zammad,,20,"1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00",,0.00,0.33,,
she's 12 zamm,,20,"1.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.50,0.50,1.00",,0.00,0.00,,
tyco zimm zamm,,20,"1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00",,0.00,0.00,,
what is zammad,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00",,0.00,0.10,,
where to buy zamma products,,20,"0.64,1.00,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64",,1.72,0.32,,
who is zammo,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
william zammer,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
yoav zammir,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zamm advisors,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zamm book,,20,"1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zamm colonial heights,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zamm food,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.05,,
zamm guitars,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zamm impact factor,,20,"1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00",,0.00,0.33,,
zamm imports limited,,20,"0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zamm inc,,20,"1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00",,0.00,0.00,,
zamm journal,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zamm journal of applied mathematics and mechanics,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zamm korean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.03,,
zamm meaning,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zamm mobile mechanics,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.04,,
zamm near me,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zamma adapt a trim,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.66,,
zamma cap,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
zamma cap a tread color chart,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,1.11,0.99,,
zamma cap a tread colors,,20,"1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
zamma cap a tread reviews,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
zamma cap a tread stair renewal system,,20,"0.00,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.00,0.18,0.00,0.18",,0.61,0.99,,
zamma cap a tread type 2,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.74,0.98,,
zamma color chart,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zamma color codes,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.14,,
zamma colors,,20,"1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00",,0.00,1.00,,
zamma corp orange va,,20,"1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00",,0.00,0.43,,
zamma corporation orange va,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zamma corporation orange virginia,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zamma corporation phone number,,20,"1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00",,0.00,0.00,,
zamma corporation photos,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zamma corporation reviews,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zamma customer service,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.29,,
zamma dhamet,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00",,0.00,0.33,,
zamma floor transitions,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.86,,
zamma flooring,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,1.62,0.99,,
zamma flooring transitions,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00",,0.00,0.86,,
zamma flush mount stair nose,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
zamma flush stair nose,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
zamma game,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00",,0.00,0.33,,
zamma laminate,,20,"0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00",,0.00,1.00,,
zamma laminate and wood transitions,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
zamma laminate flooring,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
zamma molding,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
zamma molding color chart,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00",,0.00,0.33,,
zamma moldings,,20,"1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zamma moulding,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
zamma multi purpose reducer,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
zamma orange va,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zamma quarter round,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.71,,
zamma reducer,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.86,,
zamma spa,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zamma stair nose,,20,"0.37,1.00,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37",,0.87,1.00,,
zamma stair nose dimensions,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zamma stair nose installation,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.38,,
zamma stair nose molding,,20,"1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
zamma stair nosing installation,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.38,,
zamma stair tread,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
zamma stair treads,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.79,1.00,,
zamma sterling oak,,20,"1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
zamma t molding,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.61,0.99,,
zamma t transition,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.98,,
zamma the butt,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zamma tracking,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zamma transition,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.83,,
zamma transition strips,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.41,0.45,,
zamma transitions,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.83,,
zamma trim,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.86,,
zamma vinyl flooring,,20,"1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.93,,
zamma vinyl molding,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
zamma vinyl stair nose,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00",,0.00,1.00,,
zamma vinyl stair nosing,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00",,0.00,1.00,,
zamma zamma,,20,"1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00",,0.00,0.33,,
zamma zammas,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00",,0.00,0.33,,
zamma.com,,20,"1.00,1.00,0.50,0.50,0.50,0.50,0.50,0.50,1.00,1.00,1.00,1.00",,0.00,0.93,,
zammad 502 bad gateway,,20,"1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00",,0.00,0.33,,
zammad addons,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00",,0.00,0.07,,
zammad ai,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.71,,
zammad alternative,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,12.74,0.99,,
zammad android app,,20,"1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammad api,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.01,,
zammad api documentation,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammad app,,20,"1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.09,,
zammad asset management,,20,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00",,0.00,0.36,,
zammad backup,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00",,0.00,0.12,,
zammad baig,,20,"1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammad community,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.08,,
zammad configuration,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00",,0.00,0.00,,
zammad crm,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00",,0.00,0.00,,
zammad current version,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammad customer portal,,20,"0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammad database,,20,"1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.07,,
zammad default login,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammad delete group,,20,"1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00",,0.00,0.00,,
zammad delete ticket,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammad demo,,20,"0.49,0.49,1.00,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49",,14.18,0.33,,
zammad discord,,20,"0.50,0.50,1.00,0.50,0.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50",,0.00,0.33,,
zammad docker,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammad docker compose,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammad docker hub,,20,"1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00",,0.00,0.00,,
zammad docs,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.02,,
zammad documentation,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.02,,
zammad download,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.34,,
zammad elasticsearch,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00",,0.00,0.00,,
zammad email setup,,20,"0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammad email to ticket,,20,"0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammad features,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.57,,
zammad form,,20,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00",,0.00,0.05,,
zammad free,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,10.73,0.29,,
zammad free vs paid,,20,"1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammad github,,20,"0.38,1.00,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38",,0.00,0.08,,
zammad gmbh,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00",,0.00,0.33,,
zammad grafana,,20,"1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.71,,
zammad help desk,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,12.76,0.07,,
zammad helpdesk,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,15.30,0.44,,
zammad install docker,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00",,0.00,0.33,,
zammad installation,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.21,,
zammad integration,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammad integrations,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.11,,
zammad jira integration,,20,"1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.99,,
